jobid,jobtitle,company,category,experience,chunk_id,chunk_text
271115500066,"Engineer, Web Frontend",Vizexperts India Private,Web Development,0 - 3 yrs,57,"Job Title: Engineer, Web Frontend Company: Vizexperts India Private Category: Web Development Skills: IT Software - Application Programming Experience: 0 - 3 yrs Education: UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Industry: IT-Software / Software Services Location: Bengaluru/Bangalore , Bengaluru Job Description: Job Description Company Description ""TRANSILIENT VISUAL COMPUTING"" Advancements in Visual computing, have a lot to do with two eponymous constructs- Moore's Law and the Pixel per dollar construct. While the former has ensured that computing power keeps increasing exponentially, the latter has given us constant improvements in visualization, all the while making them more affordable. With the explosion of data in today's world, visual computing in one of its multifarious forms has an integral role to play in all organisations raging from the military to educational institutions. We are a technology consulting and development startup with a team of high trained"
271115500066,"Engineer, Web Frontend",Vizexperts India Private,Web Development,0 - 3 yrs,58,"and experienced professionals in the domain of Computer Graphics. 3D Visualisation and System Architecture. With extensive know- how and expertise in building scalable visualisation and computing solutions, we stand at an enviable position in the industry with our capability to deliver turnkey solution encompassing the complete visual computing paradigm. Job Description Nowadays portability and mobility is most important hence at VizExperts we target to push our technologies towards portable and mobile form. As web application engineer you would be responsible for contributing in developing web based platform for 3D GIS and Simulation applications. These applications involve interaction with big sized database residing on server side and 3D graphics in web with real- time performance. A web application engineer works into multiple web applications domains which are server and client side. An individual in this role gets to work on cutting edge web APIs which help devising applications which can be"
271115500066,"Engineer, Web Frontend",Vizexperts India Private,Web Development,0 - 3 yrs,59,"used for 3D and 2D Visualization and Analytics. Qualifications Key Requirements Graduation with BE, B- Tech, M- Tech 0- 3 years experience in web application development. Good, Precise and clear communication Proficient in programming, data structures and algorithms, web development architecture and tools, understanding of web servers, Web services Clear Understanding of JavaScript, Bootstrap and JQuery OS and package knowledge such as Windows/Linux OS Development and debugging tools such as Microsoft Visual Studio Preferable Worked on Dojo, Angular JS, MVC Worked on WebGL, OpenLayers, GeoServer, MapServer, WPS services. Location: Gurgaon or Bangalore Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills javascript development windows jquery server data structures mvc algorithms web development graphics Desired Candidate Profile Education- UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer"
271115500066,"Engineer, Web Frontend",Vizexperts India Private,Web Development,0 - 3 yrs,60,to the Job description above Company Profile: Vizexperts India Private Vizexperts India Private Photo 1
50516900635,Web Developer - Startup,Niswey,Web Development,0 - 2 yrs,61,"Job Title: Web Developer - Startup Company: Niswey Category: Web Development Skills: IT Software - eCommerce Experience: 0 - 2 yrs Education: UG: Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Doctorate Not Required Industry: Internet / Ecommerce Location: Delhi Job Description: Job Description Job Description Niswey is looking for a techie. The web developer job profile consists of: Implementing digital marketing solutions through technology Assisting in the development of our SaaS product, Irayo Experience: 0-2 years. Still, you need to be someone who: Has experience in WordPress framework Understands basic concepts of web programming Has the ability to think logically Should be good in communication You will work closely with: Technology architect Design team Operations team Salary: Not Disclosed by Recruiter Industry: Internet / Ecommerce Functional Area: IT Software - eCommerce , Internet Technologies Role Category:Programming & Design Role:Software"
50516900635,Web Developer - Startup,Niswey,Web Development,0 - 2 yrs,62,"Developer Keyskills Web Developer programming Desired Candidate Profile Education- UG: Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Doctorate Not Required Company Profile: Niswey Niswey deals in complete digital branding and marketing solutions. Strategies and implementation include Web Analytics, User Behavior, Heatmaps, Search Engine Optimization, Search Engine Marketing (Advertising), Social Media Marketing, Lead Generation Activities and much more! Photo 1"
40516001828,B.tech/mca / Bca/msc Freshers/trainees/graphic Designer/ Web Developer,Bright Consultants hiring for Bright Consultants - AN ISO 9001:2008 Certified Organisation,Web Development,0 - 1 yrs,63,"Job Title: B.tech/mca / Bca/msc Freshers/trainees/graphic Designer/ Web Developer Company: Bright Consultants hiring for Bright Consultants - AN ISO 9001:2008 Certified Organisation Category: Web Development Skills: IT Software - Application Programming Experience: 0 - 1 yrs Education: UG: B.Tech/B.E. - Any Specialization, BCA - Computers, Graduation Not Required, Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Industry: IT-Software / Software Services Location: Delhi Job Description: Job Description Candidates from Delhi / NCR only Apply Software Development Entry Level Coding, Web Designing Web Developer Graphic designer Graphic designing SEO SMO Call for Experience & Fresher Salary:INR 50,000 - 1,75,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Java C++ PHP .Net Software Development Entry Level C IT SEO SMO Digital Marketing online marketing"
40516001828,B.tech/mca / Bca/msc Freshers/trainees/graphic Designer/ Web Developer,Bright Consultants hiring for Bright Consultants - AN ISO 9001:2008 Certified Organisation,Web Development,0 - 1 yrs,64,"Btech MCA BCA fresher Graphic Designing graphic designer Web Designing web developer web designer Desired Candidate Profile Education- UG: B.Tech/B.E. - Any Specialization, BCA - Computers, Graduation Not Required, Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Bright Consultants Bright Consultants - AN ISO 9001:2008 Certified Organisation Top IT Clients Photo 1"
40516006610,Walk in : Backend Executive for an E-commerce Company,Booyah Chicago,Web Development,0 - 3 yrs,65,"Job Title: Walk in : Backend Executive for an E-commerce Company Company: Booyah Chicago Category: Web Development Skills: Supply Chain Experience: 0 - 3 yrs Education: UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Doctorate Not Required Industry: Internet / Ecommerce Location: Delhi Job Description: Job Description Immediate opening for dynamic and proactive candidates for the position of Backend Executive in an E-Commerce company. Key Responsibility Areas 01. Research products on internet 02. Compare prices & products listing of competitive websites 03. Process Orders 04. Monitoring promotional activities at Marketplaces 05. Record all order details in the database Requirements: 01. Detail Oriented 02. Good Microsoft Excel skills 03. Candidates having experience of E-Commerce industry would be preferred. 04. Decision making skills. 05. Should be Smart and Proactive 06. East Delhi Candidates preferred. Office hours: Monday to Saturday: 9am to 6pm. A2/A2, 3rd Floor, Shiv Arcade, Acharya Niketan,"
40516006610,Walk in : Backend Executive for an E-commerce Company,Booyah Chicago,Web Development,0 - 3 yrs,66,"Mayur Vihar, Ph-1 Delhi - 110091 Please call on 011-65002543 to Schedule your Interview Salary:INR 1,50,000 - 2,50,000 P.A Industry: Internet / Ecommerce Functional Area: Supply Chain , Logistics , Purchase , Materials Role Category:Purchase/Material Management Role:Purchase Executive Keyskills Order Processing E - Commerce Order Management Purchase Order Back - Office Processing Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Doctorate Not Required Please refer to the Job description above Company Profile: Booyah Chicago Booyah Chicago Please visit our site or to learn more about our company Photo 1"
30516900120,Startup Back End Developer - Spring/ Java,MyOLO,Web Development,0 - 2 yrs,67,"Job Title: Startup Back End Developer - Spring/ Java Company: MyOLO Category: Web Development Skills: IT Software - Application Programming Experience: 0 - 2 yrs Education: UG: B.Tech/B.E. - Any Specialization PG:M.Tech - Any Specialization, MBA/PGDM - Any Specialization, MCA - Computers Doctorate:Doctorate Not Required Industry: Internet / Ecommerce Location: Delhi Job Description: Job Description The candidate must be hands-on with coding (Spring and Java) and should have a sound understanding of technology domain. Person should be able to work in unstructured environment with a lot of freedom. To put it succinctly - we are looking for someone with plenty of attitude, and aptitude; someone who loves to push the boundaries. Compensation Start-up salary (You will be able to pay all your bills and go for those occasional parties) And the pleasures of joining a transparent working environment and a great team at such a initial stage. Who Are You"
30516900120,Startup Back End Developer - Spring/ Java,MyOLO,Web Development,0 - 2 yrs,68,"An engineering graduate with love for coding. Someone who has ideally worked at a startup for a year or two. Technical Skills Required Software development skills (Spring and Java). A good understanding of service-oriented varied layer architecture Please understand that we are looking for hands on tech ninja, if you cannot code then we request you not to apply. Got what it takes, perhaps more, then please apply. Salary: Not Disclosed by Recruiter Industry: Internet / Ecommerce Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Java Spring Software Development Technical Skills Desired Candidate Profile Education- UG: B.Tech/B.E. - Any Specialization PG:M.Tech - Any Specialization, MBA/PGDM - Any Specialization, MCA - Computers Doctorate:Doctorate Not Required Company Profile: MyOLO MYOLO stands for Me.You.Only.Live.Once. We are BITS / IIM graduates building the next generation mobile-only application that connects singles and redefines how people discover mates"
30516900120,Startup Back End Developer - Spring/ Java,MyOLO,Web Development,0 - 2 yrs,69,"and, potentially, life partners. We are looking for members for our tech team and already have angel funding in place to push ahead with our plans. We are based out of New Delhi. Photo 1"
300416002930,Walk-in for Backend / Domestic Voice/ Semi Technical Voice - Gurgaon -,Avantha Business Solutions Limited,Web Development,0 - 1 yrs,70,"Job Title: Walk-in for Backend / Domestic Voice/ Semi Technical Voice - Gurgaon - Company: Avantha Business Solutions Limited Category: Web Development Skills: ITES Experience: 0 - 1 yrs Education: UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Industry: BPO / Call Centre / ITES Location: Gurgaon Job Description: Job Description 1. Domestic Customer Service : Work Location : Gurgaon Shift Timing : Day Shifts (9am to 9pm) Any 9 Hours in between Process Nature : Responding to inbound customer queries over the phone.. Qualification Required: - Any Graduate except Technical Graduate. (BA ,B.Com, BBA, BSc, btech) Salary - 10,000 PM to 16k in hand + Incentives + Yearly Bonus 2.Semi Technical Voice Support:- ( Handling complains of electronic product ) Education : Hiring Technical graduates with good communication skills. (Btech/BE/Bsc IT)"
300416002930,Walk-in for Backend / Domestic Voice/ Semi Technical Voice - Gurgaon -,Avantha Business Solutions Limited,Web Development,0 - 1 yrs,71,"Shifts : 100% day shift with 6 days Work Location : Cyber City, Gurgaon Salary - 10,000 PM to 16k in hand + Incentives + Yearly Bonus 3.Backend Process ( 5 days working day shifts) :- Should have basic computer knowledge. Typing speed about 25 - 30 wpm. Process window is between 9 AM to 6 PM. Qualification Required: - Any Graduate except Technical Graduate. (BA ,B.Com, BBA, BSc, btech) Salary bracket: 10K - 11K in hand (Depending upon experience and capability) Interested candidate can walk-in for an interview between 10 pm 5 pm with their updated CV/Resume and meet K .Malkani ( HR) or call on @ / 124-4343138/ and schedule your interview.or forward their CV to Address for Walk ins : AVANTHA BUSINESS SOLUTIONS LIMITED Bestech Business Tower Ist Floor, Sector-48, Sohna Road, Gurgaon, Haryana - 122018. Salary:INR 1,00,000 - 2,00,000 P.A Industry: BPO / Call Centre /"
300416002930,Walk-in for Backend / Domestic Voice/ Semi Technical Voice - Gurgaon -,Avantha Business Solutions Limited,Web Development,0 - 1 yrs,72,"ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(NonTechnical) Keyskills Voice Support Voice Process Customer Service Inbound Calling Communication Skills walking Walk - in domestic voice semi tech btech freshers non voice backend freshers Desired Candidate Profile Education- UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Avantha Business Solutions Limited Avantha Business Solutions is a niche business process solution provider for global clients in diverse vertical and horizontal streams such as healthcare, pharmaceutical & life sciences, financial services, human resource, and knowledge process outsourcing. Avantha has an unmatched ability to grow its client's businesses by innovating to improve client's back-office processes, while significantly reducing the costs. Photo 1"
30516003340,Frontend Developer,Dekorate Solutions Pvt. Ltd.,Web Development,0 - 3 yrs,73,"Job Title: Frontend Developer Company: Dekorate Solutions Pvt. Ltd. Category: Web Development Skills: IT Software - Application Programming Experience: 0 - 3 yrs Education: UG: B.Tech/B.E. - Any Specialization PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Industry: IT-Software / Software Services Location: Gurgaon Job Description: Job Description We're a mobile tech-based interior design startup named ""Dekorate"". We provide an online design solution offering the latest and ultimate interior design accessible to each and every one. We are looking for folks with keen interest in web-development, having great Object Oriented skills including design patterns knowledge. They must possess design sense with respect to code and data architecture, having a good knowledge of front end technologies i.e. Javascript, CSS, HTML, React Native. You'll be required to explore in depth things essential to web-development. Responsibilities: 1.The product is in a growth stage, therefore there is an excellent opportunity of being involved"
30516003340,Frontend Developer,Dekorate Solutions Pvt. Ltd.,Web Development,0 - 3 yrs,74,"in scaling the product to the next stage. 2.At Dekorate, individuality is very important to us, therefore the student will be expected to take complete ownership of your work. 3.Apart form development, coordinating with other teams (apps, marketing and design) is also an important part of the job. Salary:INR 6,00,000 - 10,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills HTML CSS Javascript Data Architecture Front End Design Patterns Interior Designing react REACT Native Desired Candidate Profile Education- UG: B.Tech/B.E. - Any Specialization PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Please refer to the Job description above Company Profile: Dekorate Solutions Pvt. Ltd. People generally think it's probably going to be too expensive to hire an expert interior designer - treating it as a luxury, reserved only for the wealthy. While most people understand"
30516003340,Frontend Developer,Dekorate Solutions Pvt. Ltd.,Web Development,0 - 3 yrs,75,"what a trained professional eye can bring to the table, they still end-up spending hours flipping through magazines, browsing websites for ideas to avoid the cost of hiring a designer. A lot of times the results of such exercises are suboptimal. At Dekorate, we believe your home is not just about impressing your guests and surrounding yourself with pretty items. It is about creating a space where you feel relaxed, comfortable, organized and at peace. It's a place where you prepare to face life everyday, raise your family, creating lasting memories with friends, a place where you conceive dreams that help shape your life. We believe that your home is a reflection of your personality and if designed well it shall help improve quality of life. At Dekorate, our attempt is more about improving people's lives than just making spaces look pretty. The environment around us affects our mood, productivity,"
30516003340,Frontend Developer,Dekorate Solutions Pvt. Ltd.,Web Development,0 - 3 yrs,76,"energy levels and attitude. Our motto is to design an environment for better growth. We believe that the process of interior design needs to be remodelled. We are using new tools to solve a generation-old problem. We have witnessed the positive changes that design & technology can bring to our life. Through our app and our design services, we are attempting to decode the world of interior design so that it becomes more intuitive and affordable for everyone. Photo 1"
260316900931,Startup Backend Developer,Wizergos,Web Development,10 - 15 yrs,77,"Job Title: Startup Backend Developer Company: Wizergos Category: Web Development Skills: IT Software - Application Programming Experience: 10 - 15 yrs Education: UG: B.Tech/B.E. - Any Specialization PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Doctorate Not Required Industry: Internet / Ecommerce Location: Bengaluru/Bangalore Job Description: Job Description Experience of building large applications using C/C++ Basic understanding of code analysis and complexity measures Understanding of large scale data storage and retrieval technologies Understanding of map reduce tools and techniques Knowledge of Agile development methodologies Knowledge of version control systems, preferably git Understanding of statistics Salary: Not Disclosed by Recruiter Industry: Internet / Ecommerce Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills C C++ Basic GIT Version Control Agile Development Desired Candidate Profile Education- UG: B.Tech/B.E. - Any Specialization PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Doctorate Not Required Company"
260316900931,Startup Backend Developer,Wizergos,Web Development,10 - 15 yrs,78,Profile: Wizergos Smart Work Management for Knowledge Workers. Photo 1
290316900892,Senior Engineering Manager - Backend/ Mobile,Human Capital Solutions,Web Development,10 - 15 yrs,79,"Job Title: Senior Engineering Manager - Backend/ Mobile Company: Human Capital Solutions Category: Web Development Skills: IT Software - Application Programming Experience: 10 - 15 yrs Education: UG: B.Tech/B.E. - Any Specialization PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Industry: IT-Software / Software Services Location: Bengaluru/Bangalore Job Description: Job Description Responsibilities for (Snr) Engineering Manager - (Generic) 1. Technical Guidance: You will provide technical leadership to a team of excellent software engineers; this requires that you have the technical depth to make complex design decisions and the hands-on ability to lead by example. 2. Execution and Delivery: You will be expected to instill and follow good software development practices and ensure timely delivery of high-quality products. You should be familiar with agile practices as well as be able to adapt these to the needs of the business, with a constant"
290316900892,Senior Engineering Manager - Backend/ Mobile,Human Capital Solutions,Web Development,10 - 15 yrs,80,"focus on product quality. 3. Team management: You will be responsible for hiring and mentoring your team; helping individuals grow in their careers, having constant dialogue about their aspirations and sharing prompt, clear and actionable feedback about performance. SKILLS / EXPERIENCE IMPORTANT NOTE: Pls note that this set of requirements is an indicative list. If you are passionate about technology, coding and people, are entrepreneurial and ambitious and firmly believe you can make a strong impact @Myntra reaching millions of Indians, we encourage you to apply! Draw attention to your exploits at Hackathons, open source contributions, your tech blogs, your projects (which we can play around with), your patents and publications! Talk to us about building mobile apps with lakhs of downloads, high QPS, Peta Bytes of data, msec response time, multiple 9 reliability! - Total of 10+ years- experience, Experience level of 7+ years of experience in large scale"
290316900892,Senior Engineering Manager - Backend/ Mobile,Human Capital Solutions,Web Development,10 - 15 yrs,81,"applications and 3 + years- experience in people management - A - Bring It On- attitude; bias for action; self-driven, end-to-end ownership; entrepreneurial approach; focus on operational excellence; ability to work with ambiguity - An inspirational manager and leader who raises the bar continuously; is hands-on and in the trenches with the team; leads by example - Strong in problem solving skills, data structures and algorithms - Experience with distributed systems handling large amount of data - Experience with agile methodologies - Very good understanding of one or more of RDBMS/NoSQL/Messaging/Caching technologies - Excellent understanding of and coding skills in one or more of the following technologies: Development: - Java/Python/Javascript/NodeJS (Strongly preferred); C++/C#/Erlang/Scala/PHP et al - Analytics: open source tech ecosystem, Redshift, Pentaho, R, Hadoop et al - Mobile Apps: Android/iOS 1) DevOps: Linux, MySQL, NoSQL, Networking, Storage, Monitoring, Load Balancers, Caching, 2) Testing, Build and Release: Automation - UI,"
290316900892,Senior Engineering Manager - Backend/ Mobile,Human Capital Solutions,Web Development,10 - 15 yrs,82,"Mobile Apps, Services, CI/CD Requirements 1. Technical depth You have the strong technical competence required to gain credibility. Ability to architect, design and code yourself. Technical experience in building and operating Internet applications. Deep understanding of all layers of the web-stack work (from the client interface to the database. ) Knowledge of multiple technology stacks/languages/tools and their pros/cons. 2. Execution ability Focus on delivering products in a timely manner with high quality. Familiarity with multiple software development practices and tools, and the proven ability to adapt, champion and institute good practices and tools. 3. You must have a degree in Computer Science or related field. Strong understanding of object-oriented programming, concurrency and fundamentals of computer-science. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Admin/Maintenance/Security/Datawarehousing Role:IT/Networking-Manager Keyskills Java PHP Javascript MySQL C++ NoSQL Python Data Structures Algorithms Open Source"
290316900892,Senior Engineering Manager - Backend/ Mobile,Human Capital Solutions,Web Development,10 - 15 yrs,83,"Desired Candidate Profile Education- UG: B.Tech/B.E. - Any Specialization PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Company Profile: Human Capital Solutions Leading client of Human Capital Solutions Photo 1"
250316900013,Front End Developer - Html/css/javascipt,Axcess Consultancy services,Web Development,0 - 2 yrs,84,"Job Title: Front End Developer - Html/css/javascipt Company: Axcess Consultancy services Category: Web Development Skills: IT Software - Application Programming Experience: 0 - 2 yrs Education: UG: B.Tech/B.E. - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Doctorate Not Required Industry: IT-Software / Software Services Location: Bengaluru/Bangalore Job Description: Job Description Notice period not more than 30 days. Links of work samples to be included in the CV. Must have worked ONLY on B2C apps. Will be looking for Bangalore candidates only, unless the CV is exceptionally good. Look only for IITian's, Experience range would be 0-2 years. Even more is welcome. Budget is open. Job Description : - Conceived by bike enthusiasts, Wheelstreet makes bike renting a hassle free and exciting experience for the riders.We know how difficult it is to search for the right vehicle, thus we simplify that process, providing you with a comfortable and joyful experience. -"
250316900013,Front End Developer - Html/css/javascipt,Axcess Consultancy services,Web Development,0 - 2 yrs,85,"Overcoming the obstacles in the otherwise unorganized bike rental marketplace through technology, Wheelstreet is a transparent and trustworthy platform.It is one stop solution for your riding needs, whether you are looking at beating traffic, planning a romantic date or a trip with your friends. - Rather than following common standards we believe in being unique and setting new trends. Thus, we are looking for like-minded growth catalysts who can help us achieve the same.Hence, We need You! What we are looking for: - We need our UI Developers to create next-generation platforms that change how millions look at getting motor bikes on rent. We are looking for problem solvers who have a knack for challenges and take them right 'on the face' to solve it at any cost, come what may. Job Responsibilities - Build responsive and elegant web UI using the latest JavaScript standards and best practices. - Collaborating"
250316900013,Front End Developer - Html/css/javascipt,Axcess Consultancy services,Web Development,0 - 2 yrs,86,"with the designers and backend developers to plan, design and develop applications. - Converting designs into semantically correct and web standards compliant HTML and writing scalable and maintainable stylesheets(CSS). - Ensure Responsiveness & Cross-Browser compatibility for all ui being developed. - Refactor HTML, CSS and JavaScript code so that the UI codebase is scal-able and maintainable. - Build reusable UI components. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills HTML CSS Javascript Front End Web Technologies Technology Web UI Bootstrap Material Design jQuery AJAX AngularJS Design & Development Desired Candidate Profile Education- UG: B.Tech/B.E. - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Doctorate Not Required Skills :- 2-5 years- Experience in a similar role- Expert level knowledge of HTML, CSS, Bootstrap, Material Design, jQuery, JavaScript, AJAX, AngularJS- Must have worked extensively on"
250316900013,Front End Developer - Html/css/javascipt,Axcess Consultancy services,Web Development,0 - 2 yrs,87,"developing responsive/adaptive layouts for multiple browsers and platforms, including desktop, tablet, and mobile.- Experience working with startups and writing code from scratch .Skills :Must have : JavaScript AJAX HTML CSS BootstrapOptional : Angular JSQualifications : BtechTarget Industry : internet Internet/ Online/Start-UpsWorking Days : 6 Days a week( 11:00 AM to 8:00 PM )Job Nature : Full TimeGender : No Preference. Company Profile: Axcess Consultancy services leading client of Axcess Consultancy services Photo 1"
281016600062,Web Designer,Hari Krishna Exports Pvt Ltd,Web Development,0 - 3 yrs,88,"Job Title: Web Designer Company: Hari Krishna Exports Pvt Ltd Category: Web Development Skills: IT Software - Application Programming Experience: 0 - 3 yrs Education: UG: Any Graduate - Any Specialization PG:Any Postgraduate Industry: Gems / Jewellery Location: Mumbai Job Description: Job Description HTML 5 Angular JS CSS Java Script Bootstrap Visual Studio 2012 Salary:INR 2,00,000 - 2,50,000 P.A Industry: Gems / Jewellery Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Graphic/Web Designer Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Hari Krishna Exports Pvt Ltd We are a family-run diamond manufacturing and retailing business with interests in USA, Europe, India and the Far East. The Hari Krishna Group is as multi-faceted as the diamonds it chisels and polishes every day. Starting as our dream, the Hari Krishna Group today is the"
281016600062,Web Designer,Hari Krishna Exports Pvt Ltd,Web Development,0 - 3 yrs,89,"pride of 6000+ skilled human resources. Initiated over 2 decades ago on the rock solid grounds of faith, transparency and fair pricing, HK Exports earned its stripes from a commitment to consistent quality, its policy of fair & fixed pricing, timely deliveries and last but not the least, a diamond range in a spectrum of cuts and carats. A way of existence, that has taken HK Exports to altitudes. A growth process that has reached the company to a colossal manufacturing capacity of over 40,000 carats per month Exports to 50 plus countries worldwide and recognition of being a 3 Star Export House by the Government of India. Photo 1"
281016600076,Web Developer,Hari Krishna Exports Pvt Ltd,Web Development,0 - 3 yrs,90,"Job Title: Web Developer Company: Hari Krishna Exports Pvt Ltd Category: Web Development Skills: IT Software - Application Programming Experience: 0 - 3 yrs Education: UG: Any Graduate - Any Specialization PG:Any Postgraduate Industry: Gems / Jewellery Location: Mumbai Job Description: Job Description MVC 5 HTML Angular JS Java Script Visual Studio 2012 SQL server 2012 JQuery Salary:INR 1,50,000 - 2,50,000 P.A Industry: Gems / Jewellery Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Graphic/Web Designer Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Hari Krishna Exports Pvt Ltd We are a family-run diamond manufacturing and retailing business with interests in USA, Europe, India and the Far East. The Hari Krishna Group is as multi-faceted as the diamonds it chisels and polishes every day. Starting as our dream, the Hari Krishna Group"
281016600076,Web Developer,Hari Krishna Exports Pvt Ltd,Web Development,0 - 3 yrs,91,"today is the pride of 6000+ skilled human resources. Initiated over 2 decades ago on the rock solid grounds of faith, transparency and fair pricing, HK Exports earned its stripes from a commitment to consistent quality, its policy of fair & fixed pricing, timely deliveries and last but not the least, a diamond range in a spectrum of cuts and carats. A way of existence, that has taken HK Exports to altitudes. A growth process that has reached the company to a colossal manufacturing capacity of over 40,000 carats per month Exports to 50 plus countries worldwide and recognition of being a 3 Star Export House by the Government of India. Photo 1"
210516002420,Urgent Opening for Front-end web Developers - Freshers/experienced,MediaTree - Excellence Group,Web Development,0 - 2 yrs,92,"Job Title: Urgent Opening for Front-end web Developers - Freshers/experienced Company: MediaTree - Excellence Group Category: Web Development Skills: IT Software - eCommerce Experience: 0 - 2 yrs Education: UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Industry: IT-Software / Software Services Location: Mumbai Job Description: Job Description We are having urgent requirement for Front-end Web Developers You will be responsible for creating and maintaining responsive (mobile friendly) websites / microsite / landing pages - static as well as in dynamic (CMS driven). You need to have in-depth knowledge of: HTML/HTML 5 CSS/CSS 3 jQuery / Javascript (functional knowledge) Bootstrap (ability to create responsive websites) Photoshop (for slicing PSDs) Must have: First Class in Graduation Good command over written and spoken English Exposure to CMS such a WordPress and PHP/MySQL will be"
210516002420,Urgent Opening for Front-end web Developers - Freshers/experienced,MediaTree - Excellence Group,Web Development,0 - 2 yrs,93,"an added advantage. Interview rounds 1st round - Phone interview 2nd round - PSD to Bootstrap test (from home) 3rd round - PSD to Bootstrap test (in office) Salary:INR 1,25,000 - 3,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - eCommerce , Internet Technologies Role Category:Programming & Design Role:Software Developer Keyskills HTML Javascript CSS JQuery Photoshop PSD CMS Web Technologies Web Developer Bootstrap Responsive PHP WordPress Desired Candidate Profile Education- UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: MediaTree - Excellence Group MediaTree is website design, development and an online marketing agency with 6+ years in the industry. A rapidly growing organisation, we have developed more than 150 websites and serve 100+ clients globally. Photo 1"
20516500076,WEB DESIGNER (1- 2 YRS),Divine Pixel Codes Pvt Ltd,Web Development,0 - 1 yrs,94,"Job Title: WEB DESIGNER (1- 2 YRS) Company: Divine Pixel Codes Pvt Ltd Category: Web Development Skills: IT Software - Application Programming Experience: 0 - 1 yrs Education: UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Industry: IT-Software / Software Services Location: Noida Job Description: Job Description Company Description Divine is an innovative, managed Outsourcing and Internet strategy company whose forte lies in being creative and an early technology adopter. Were obsessed with design and technology. Its holds very true for us. However, the team behind it has great skills with years of collective experience in web, apps, and software development. Working with some of the top clients of USA and Eastern countries acts as a perfect catalyst to give our best. A push the limit attitude drives each one of us to perform better. It is in this environment that our team of"
